username,clean_text_fix,label
anti55boong,kalah pemilihan masuk rumah sakit jiwa
irfanwahidi60,manusia sakti dunia angka hasil pemilihan presiden sebulan pemilihan angka versi perhitungan cepat hasil pemilihan petugas survei tanah angka hasil perhitungan suara pemilihan resmi dirilis komisi pemilihan versi sirekap komisi pemilihan bohong tipu belaka
SlametR46688749,aduh banteng kasihan banget upaya lakukan mengangkat isu pemilihan adil bukti konkrit bohong kebangetan
hayukitangopi,salah puas kepala negara ngacak negara muncul orang parah dibayangkan pemilihan kemarin positif percaya bohong
hamas191,bapaknya masuk jakarta curang presiden kerja bohong triliun anggaran pendapatan belanja negara dipakai bantuan sosial beras memenangkan anaknya habis pemilihan anti beras
Nazwar30452713,martabat dimiliki pasangan calon amin kecurangan pemilihan politik uang melanggar konstitusi hukum melanggar hak asasi manusia korupsi kasar bohong tercengang sakit jasmani rohani didukung oligarki
YawanMul23956,mahasiswa penjilat kelas bakiak danai bicara menerima pemilihan bohong curang biaya komisi cair bro
Apihh654321,pemilihan bohong dimenangkan akibatnya kehidupan berbangsa penuh kebohongan percaya perhatikan
fajartaufiqrr,pemilihan curang direncanakan bohong niat memenangkan salah calon
a42bdd548d354ef,kemarin pemilihan bantuan sosial beras dibagi beras premium stok beras premium habis bantuan sosial pernyataan berubah bohong orang bohong kebohongan seumur hidupnya kematian menghentikannya
alianharpane,partai hasil pemilihan tangan hasil pemungutan suara bohong bayangkan jawa barat timur menang jokowi menang provinsi
SahLeoSin,diakui pemilihan terburuk reformasi lurah cawe lurah terintimidasi aparat bergerilya datangi kampus tokoh nepotisme dipecat tentara nasional indonesia didukung memecatnya pelanggar hak asasi manusia terpilih asyik gaji guru bohong
fathullahfathu2,belagak bilang sirekap pemilihan dilaksanakan pelaksanaan situs komisi pemilihan serang jutaan peretas bu bu gestur keliatan bohong menyembunyikan bu
StarBlack168,pemilihan program sepele kantor pengujian penerimaan pengguna dites error bohong aplikasi sekelas sirekap pengujian
suryanililik1,kasihan ditipu bicara dipercaya jokowi pemilihan diulang pasangan calon dijamin kalah janji makan minum susu gratis hisapan jempol alias bohong golongan putih
Yonowaryon94666,raja politisasi bantuan sosial jokowi kroninya kepuasan publik bantuan sosial bantuan langsung tunai dijadikan alat menyuap kepuasan publik elektoral pemilihan manipulatif juaranya bohong pencitraan merakyat dipercaya raja kehidupan pelayanan
YawanMul23956,pemilihan bohong bohongan curang proyek proyek kota nusantara sial banget kawan kedaulatan rakyat pertiwi berhenti kotor cinta sumbernya korupsi salam perubahan
Parimpunan62,gara gara pemilihan gara gara jujur bohong melulu dukung orang rakus
GustinulH67,percaya pemilihan jujur adil hebat anak bohong nyuri ngakalin berkali susah percaya
kangf4j4r,prabowo dimenangkan koar curang bohong anggap seni pemilihan oke kepala oke kepala
bachri_muhamad,perbuatan bohong curang culas pemilihan pemilihan legislatif pemilihan presiden pemilihan kepala daerah bentuk kecurangan terstruktur sistematif masif mengalahkan keputusan allah
KompasTV,jelang pemilihan berita bohong berjalan kian kemari tercium konten hoaks januari ditambah hoaks berbalut kecerdasan buatan merajalela simak liputan malam indonesia barat kompas televisi
CukBear,bohong pilih nomor perang pilihan lelah ujungnya debat pilih presiden bela agama mengalah konsep pemilihan bebas rahasia
FathulB04469778,allah tunjukilah kuasa segerakanlah laknat azabmu pemerintah aparatur sipil negara tentara nasional indonesia kepolisian negara republik indonesia komisi pemilihan badan pengawas pemilihan berpihak zalim bohong curang adil menjalankan tugas negara pemilihan aamiin
Bin_biai,kawal pemilihan damai berhenti sebar berita bohong tenang kampanye pesta demokrasi besok teman teman
dineflop,kabar berita bohong dipercaya teman teman dukung pemilihan besok golongan putih
tribunbanten,gegara sebar berita bohong warga panai boikot logistik pemilihan
wrgRUBYLYN,bohong percaya omongan anak pemilihan
TopanTj,sadar kebenaran kabar pemilihan datangnya terdaftar berkaitan lingkaran hitung cepat bohong gari bawahi penyimpulan
dody_13,kebenaran kabar pemilihan datangnya terdaftar berkaitan lingkaran hitung cepat bohong
alkudusi,tuduhannya berlapis ujaran kebencian penyebaran berita bohong mengganggu suksesnya pemilihan pembuatan film berijin pembocorkan rahasia negara percobaan makar pasal dicari
AndrewsTjan,pa mobil anak pemilihan besok bilang ayah kelas pilih prabowo temannya anies tukang bohong istri dengar langsung spontan berbarengan ketawa
ShandiNugroho95,beredar buletin digital memuat tulisan kepala kepolisian negara republik indonesia jenderal polisi doktorandus listyo sigit prabowo memenangkan salah calon presiden pemilihan berita bohong alias hoaks pertamatama informasi dimuat berita
sirdarwinishere,besok pa pemilihan ajang adu pakaian nyata buktinya
pegscart,kerja sekolah belajar asas langsung bebas rahasia jujur adil penyelenggara pengawas pemilihan pelajari sekolah bohong
BenedictusHery1,bohong fakta rakyat buta terang benderang ketakutan rakyat mengawasi rencana busuk memaksakan pemilihan kali putaran gagal rakyat takut melawan penindasan rencana busuk penguasa
POLSEKMMS2022,beredar buletin digital memuat tulisan kepala kepolisian negara republik indonesia jenderal polisi doktorandus listyo sigit prabowo memenangkan salah calon presiden pemilihan berita bohong alias hoaks
Polsek_AirBesi,beredar buletin digital memuat tulisan kepala kepolisian negara republik indonesia jenderal polisi doktorandus listyo sigit prabowo memenangkan salah calon presiden pemilihan berita bohong alias hoaks
_bienvenut,besok fokus esai pemilihan peduli jaehyun pesta ulang peduli jaehyun jaehyun bohong nangis kejar
PolresTolitoli,beredar buletin digital memuat tulisan kepala kepolisian negara republik indonesia jenderal polisi doktorandus listyo sigit prabowo memenangkan salah calon presiden pemilihan berita bohong alias hoaks saring membagikan sobat kepolisian negara republik indonesia
LauHamzah,mencegah pemilihan putaran bohong bangun koalisi antisipasi pemilihan putaran wajar halal amin amin amin
Donie707,percaya sultan raja berbohong remeh istana bantah langsung bilang sultan bohong musuh rakyat jogja musuh bertambah
Corleone1897,rakyat sebarisan pemilihan pemilihan kepala daerah daerah khusus ibukota pemilihan maklum posisi hati bohong
panggilsajataaa,kelurahan panitia pemungutan suara memotong dana cerdas dikit terang nama gitu pakai acara melas dana bohong banget anjing vitamin modelnya gitu pintar banget mencari celah memotong dana operasional pemilihan
Rantie_Ry,hati sumpah jabatan saksi menghukum keluarga andai berbohong pemilihan sumpah rakyat membayar pajak negara bohong sumpah menghukum sekeluarga
t___tsaltsa,kekerasan gender momentum demokrasi beneran bohong membayangkan contohnya pilihan calon presiden memengaruhi potensi kekerasan rumah tangga surat telegram kepolisian negara republik indonesia penundaan prose hukum pemilihan orang membenci wanita kekerasan calon anggota legislatif perempuan
Abankso1,buktinya bohong kasih data pemilihan jujur adil
mysalt_sunshine,wali murid zaman pemilihan propagandis anaknya bermasalah bikin kekacauan usil teman marah mematahkan pensil anaknya hobi bohong salat khusyuk diinformasikan ortu berkepentingan ayah anak
Udadolapdoll,bohong tio mahasiswa lulu sekolah menengah kelas sekolah menengah umur ikutan pemilihan
albasakura_,sepi viral omong omong urusan tuhan sayang hoaks setuju dosanya mengalir pemilihan semoga bohong oknum beneran uang
ErickConstant14,info bohong fitnah strategi barisan ideologi kiri cari simpati kaum muda pemilihan
radarnesiacom,beredar berita bohong medium sosial hasil pemilihan malaysia taiwan selesai tanggapan ketua komisi pemilihan
Alpha_Phoenix__,kalimat memuat tuduhan pendukung lihat rekam jejak rekam jejak bohong pemilihan pilih pemimpin pendukung kontestasi pasangan calon oportunis maunya sesuai idealnya
Hafidh_M,politik bohong kepentingan pemilihan menyingkirkan terburuk dikasih kesempatan menolak pa negara berpihak warga negara bicara hebat golongan putih protes pemerintah kacau nuntut rakyat susah
EmhadyZ,dampak buruk isi menerima memilih suap janji pilih memilihnya bohong penipuan pemilihan langsung bebas rahasia jujur adil menang korupsi besaran
orbittlunar,pemilihan wajah manusia berdaya mendukung sepenuh jiwa pilihan pilihannya menyedihkan kecewa ditolong menerima janji bohong semoga menang
jpclotaine,kupikir orang mengaku peduli politik pemilihan istimewa bodoh bohong didebat orang terpengaruh aturan pajak regulasi kupikir ngerti
jun_pemulung,medium sosial mengacu undang undang ite sebar berita bohong jelang tanggal februari pemilihan pilihanmu depanmu
klikwarta_com,jelang pemilihan kepolisian daerah jawa barat antisipasi penyebaran berita bohong
ibeng_kuswarto,langsung bayaran plus bonus survei cair bosmu tukang bohong bohongin pemilihan selesai job survei
FathulB04469778,allah kebaikan turunan pemerintah aparatur sipil negara tentara nasional indonesia kepolisian negara republik indonesia komisi pemilihan badan pengawas pemilihan amanah laknat azabmu segerakanlah berpihak bohong curang adil menjalankan tugas negara pemilihan aamiin
aisya93518677,pemilihan curang lupa cari kantornya lembaga survei abal abal bertanggung pembohongan publik survei bohong
sektorsungai9,berhenti penyebaran berita bohong hoaks ujaran kebencian isu suku agama ra antargolongan mari menciptakan pemilihan aman damai
sektorsungai9,ayo suaramu pemungutan suara februari medatang wujudkan pemilihan damai isu negatif berita bohong hoaks ujaran kebencian isu suku agama ra antargolongan
_abproject,cegah penyebaran berita bohong jelang pemilihan
GOOOOONIC,forum rektor indonesia warga terpengaruh berita bohong provokasi pemilihan pilihan politik berbeda terpecah belah persaudaraan
ballambinlove,bantuan sosial gencar jelang mencoblos pemilihan kesan beli sogok suara rakyat sulit hindari rakyat cerdas uang pajak gaji penyelenggara negara bohong dosa
Donie707,debat semalam mengendalikan situasi mengambil hati janji ambisi prabowo keliatan muram lelah wajar samsul bilang usia bohong panggung gara ganjar
jpsatrio,bohong malu memakai fasilitas negara prabowo semoga tenggelam pemilihan partai cendana
kev_kag,tinggal bohong pa nyoblos pribadi susah berbohong idealisme prose demokrasi pemilihan langsung bebas rahasia jujur adil obrolannya orang relasi kuasanya timpang asumsi bohong daya orang digerakan pilih pasangan calon
abahgiza,pelanggaran pemilihan skala buktinya kampanye gratisan bohong
DumaiHumas,berhenti penyebaran berita bohong hoaks ujaran kebencian isu suku agama ra antargolongan mari menciptakan pemilihan aman damai
polsekkskp1,berhenti penyebaran berita bohong hoaks ujaran kebencian isu suku agama ra antargolongan mari menciptakan pemilihan aman damai
badar_magenta,putaran hemat anggaran pemilihan jujur adil narasi putaran gema pasangan calon takut gelombang putaran bohong hemat anggaran buktinya pasangan calon boros biaya kampanye
riooksaja,beneran mengikuti pemilihan pura pura polarisasi dilantiknya jokowi tajam banget prabowo mengejek jokowi kartu kartu pendukung pendukung asing jejak digital bohong
aqfiazfan,ditepati mentang pemilihan sembarang lempar janji budget persen anggaran pendapatan belanja negara lari program konyol niat bohong mending janjikan umroh warga penganut paham populisme banget
MohammadFe95091,presiden menginstrusikan aparatur sipil negara tentara nasional indonesia kemarin pelayanan publik pakai kemeja biru aparatur sipil negara tentara nasional indonesia polisi netral pemilihan berita bohong bersaing sehat rakyat butuhkan visi program mari
4eyednamja,janji abang bohong janji pasangan calon pemilihan
an15wn,hasil survei berita bohong beda kenyataan survei targetnya sampel pemilihan targetnya populasi lembaga survei terkena kartu merah pemilihan kepala daerah daerah khusus ibukota
Polsek_TTB,kegiatan jumat curhat kepolisian sektor tebing baratnya mengimbau masyarakat antisipasi polarisasi pemilihan dihindari politik identitas berita bohong hoaks ujaran kebencian kepolisian negara republik indonesia penegakan hukum kepolisian negara republik indonesia
psi_id,momen pemilihan disinformasi kabar bohong disebar menjatuhkan partai solidaritas indonesia kali dusta menerjang jawa percayalah si bro jutaan mawar bersemi partai solidaritas indonesia tumbang fitnah hoaks bertubi tubi
Inayayess,semoga pemilihan berjalan lancar damai analisa survei bohong suara kali pasangan calon menghadapi isu isu lokal global marak suara kali
AndiSubaktiar,musim pemilihan bohong
Apihh654321,slogan pemerintah pemilihan bebas rahasia jujur adil bohong dilaksanakan
IsnainiMohammad,apapun hasilnya terima dukunganmu mengalah gimana berpengaruh kecuali mahfud mengubah suara bohong buntu pemilihan ulang
AdiWarm56213914,terlena kerja kera mencurangi pemilihan hasil survei bohong
Britanimnz,mendekati pemilihan berita bohong
fathur53162162,salah tujuan pemilihan buruk berkuasa mencari kejelekan kekurangan kebohongan manusia jelek salah bohong cari buruk baiknya ketemu namanya manusia tuhan j buruk dimata suka
Hero_bujang,waspada berita bohong jelang pemilihan
chidory_,halo silahkan tindak akun bersangkutan mengunggah berita bohong diakunnya ditelusuri pemilihan kali terbebas fitnah berita hoaks menyesatkan
Gambiro7,bohong kah tenang medium survei dilarang memberitakan pemilihan rilis survei tindakan pidana cek undang undang pemilihan
MellisA_An,bunyi petitum gugatan pemohon mahkamah konstitusi terkait uji citra peserta pemilihan putusannya menyebarkan pasal bunyi pasal undang undang pemilihan menyebar hoaks berita bohong
THEVERSES2,pemilihan cocok cocokan calon presiden ngomong coba bohong terkait pemerkosaan kejam pemerkosaan melecehkan orang korban pemerkosaan melecehkan orang peduli
Metro_TV,juru bicara tim pemenangan nasional tim pemenangan nasional ganjar pranowomahfud md aiman witjaksono menjalani pemeriksaan kepolisian daerah metro jaya terkait dugaan penyebaran berita bohong hoaks kepolisian republik indonesia netral pemilihan aiman didampingi orang
medcom_id,juru bicara tim pemenangan nasional ganjar mahfud aiman witjaksono gedung polda metro jaya aiman memenuhi panggilan pemeriksaan terlapor dugaan penyebaran berita bohong hoaks kepolisian negara republik indonesia netral pemilihan
Tyan805,wakil rakyat majelis permusyawaratan rakyat bohong kekacauan pemilihan penyambung lidah rakyat
YumaAr_,cerewet presiden jokowi kampanye bodohi orang presiden dukung salah pasangan calon serang ayo pemilihan damai mendidik bohong maaf presiden hujat
klinikhukum,pasal ayat huruf undang undang pemilihan mengatur hitam kampanye kampanye bersifat penghinaan menyebarkan berita bohong lantas bunyi pasalnya simak penjelasan selengkapnya artikel
ex_AnakLolina,sri mulyani indrawati mendukung pemimpin indonesia pemimpin lahir pemilihan damai netral pemimpinnya hasil tipu bohong hasil ketidak netralan angkat kaki terimakasih kenetralan ditanamkan jajarannya bu sri mulyani indrawati
mediaindonesia,aiman diperiksa dugaan penyebaran berita bohong hoaks kepolisian negara republik indonesia netral pemilihan
findormeme,kerumunan berteriak bohong bohong lawan wanita pidatonya partai solidaritas indonesia partai politik grace natalie pemilihan
angesti_nugroho,data periode gimana pemilihan undur gimana bohong rakyat mempan berkarakter
Kaizan191215,pemilihan jujur adil bohong
mediaindonesia,kecerdasan buatan berita bohong masuk undang undang informasi transaksi elektronik menyerang melanggar undang undang pemilihan pasal bagja
ainunkzz,presiden kampanye netral berita bagus heran eksplisit ngomong pemilihan jujur adil bohong pemerintahan otoriter sungguh gila
liputan6dotcom,viral rekaman suara surya paloh marah anies bohong kampanye
Eka_Alfajri,bohong hidup kerja pemilihan bagus pilih disuruh calon presiden tua presiden
Fresh_Graduate1,percaya hoaks menjelang pemilihan saring membagikan
brynnclg,politik uang penyebaran berita hoaks pemicu perpecahan merusak integritas menghambat prose pemilihan awasi laporkan ditemui pelanggaran
YoYoAyo17845,hoaks menirukan percakapan jokowi cuman menang pemilihan bangun papua hapus penjelasan hati jebakan manusia kelelawar
AKomunikasi,hindari hoaks suku agama ra antargolongan pemilihan sehat pondok ranji kelompok penyelenggara pemungutan suara melki uzbekistan tidur pagi hit
rocketpler,laporan badan pengawas pemilihan menggarami lautan pekerjaan sia sia biarlah makan gaji buta tuhan balaskan pelanggaran pemilihan viralkan hoaks rekayasa rakyat menilai lawan
SantaiTerooos,selektif memilih bentuk tangkal hoaks menjelang pemilihan
SantaiTerooos,pemilihan terbebas namanya hoaks
kipenng,setelan pabrik dana persatuan sepakbola indonesia tersendat cuman dimasukkan keranjang doang dibeli habis pemilihan cabang partai cari gaji jutaan miliar tulis hoaks
lagiantre,selektif memilih pemimpin yuk tangkal hoaks jelang pemilihan
felisa_r14,sukseskan pemilihan aman damai hoaks
Ilhamtob,setuju menentang salah saudara ribu versus ribu makassar mari menciptakan pemilihan aman kondusif jujur adil nomor berita hoaks info kejadian kota makassar
bagsdmresbatola,pemilihan damai hoaks ujaran kebencian intoleransi politik indentitas resmi kepolisian negara republik indonesia
perand_r,sabar ujian mohon bersabar musim pemilihan musimnya kabar hoaks harap menyaring menjatuhkan pesan ganjar serang lawan kampanye negatif hitam kampanye hoaks
netizulbudiman,hoaks yuk kawal pemilihan bersih sehat damai
GiantiSetiady,selektif memilih menangkal hoaks menjelang pemilihan
qoryamalia998,selektif memilih pemimpin yuk tangkal hoaks jelang pemilihan
darmajatjs,kaget musim pemilihan isu simpang siur hoaks mengerti digubris mengurus pemilihan
ANDIEbaket18,hindari berita hoaks ujaran kebencian mari sukseskan pemilihan damai menyejukkan hindari berita mengandung ujaran kebencian hoaks tip aman bersosial medium cek sumber berita perbanyak membaca terprovokasi saring informasi sumber
Alen_Okvan,kesal lihat pemilihan ditutupi digoreng hoaks terangkat medium ketutupan
BH4RATA_JA,malam pemilihan putaran pendukung calon presiden lemah mari merapat prabowo gibran lelah gaduh sebar hoaks caci maki fitnah anak bangsa provokasi pasukan sakit hati rakyat indonesia maju fahri bantuan sosial jokowi
TurnBackHoax,disambut juta warga sulawesi selatan pesawat tempur tentara nasional indonesia angkatan udara menyesatkan berkaitan pemilihan dikesankan tagarhashtag fakta prabowo menghadiri acara jalan sehat anti malas gerak makassar sulawesi selatan
jjxarchive,banget kacau pemilihan hak suara pemilihan ekstra hati hati banget berita positif pasangan calon pilih cari beneran hoaks
KeeN93_,tiktok kebanyakan perdana pemilihan gampang termakan isu hoaks
emanglaen,hoaks beneran mundur pemilihan kecuali calon presiden calon wakil presiden
polsek_hulu,gerakan pemuda milenial anti hoaks memainkan peran menjaga integritas pemilihan pemilihan momen krusial demokrasi warga negara memiliki hak memilih pemimpin
diaharmayanti1,selektif memilih tangkal hoaks jelang pemilihan
Mi73Hel,kelemahan pemerintahan penegakan hukum ditangkap aparatnya kenetralan aparat pemilihan ditersangkakan dituduh sebar hoaks ditangkap
20detik,kementerian komunikasi informasi ayo perangi hoaks pemilihan
indozonemedia,penyitaan ponsel aiman witjaksono dugaan hoaks tudingan aparat kepolisian netral pemilihan kritikan lantaran status aiman saksi kepolisian daerah metro penyitaan hp sesuai standar operasional prosedur
polda__kaltara,personil direktorat kepolisian perairan udara kepolisian daerah kaltara melaksanakan kegiatan pencegahan program kegiatan minum kopi bareng direktorat kepolisian perairan udara kampung nelayan juata laut tarakan personil himbauan keamanan ketertiban masyarakat pemilihan damai menghindari berita hoaks suku agama ra antargolongan memecah belah persatuan
satbinmasasahan,briptu miliar ikhwan manurung melaksanakan kegiatan polisi rukun warga edukasi berita hoaks menjelang pemilihan pesan pesan keamanan ketertiban masyarakat desa sei lunang kecamatan sei kepayang timur kabupaten asahan
romoatheist,tom lembong dilaporkan badan reserse nasional dugaan penyebaran hoaks pemalsuan undang undang pemilihan pasal penghasutan presiden republik indonesia halo posting diikut sertakan
Polsek_Kalidoni,hindari berita hoaks ujaran kebencian mari sukseskan pemilihan damai menyejukkan hindari berita mengandung ujaran kebencian hoaks tip aman bersosial medium cek sumber berita perbanyak membaca terprovokasi saring informasi salam presisi
Humasressanggau,gerakan pemuda milenial anti hoaks memainkan peran menjaga integritas pemilihan
AdePhanay,maaf video hoaks habib umar bin hafidz pernyataan pemilihan besok dihapus terimakasih
ditreskrimumntb,menjelang pemilihan wujudkan pemilihan kondusif damai tolak politik uang hidari hoaks ujaran kebencian hindari kampanye hitam negatif kampanye mengintimidasi memaksa kehendak musti beda pilihan bersaudara
TurnBackHoax,pembekalan informasi putaran pemilihan presiden pemilihan mendengar menjelang pemilihan calon presiden menang putaran ahli pemilihan presiden putaran
linimasaniya,bang pemilihan kali beda sejelek jeleknya terbuka tuduhan hoaks ganjar lihat ajalah berita kinerjanya
SiputLpg,lawan hoaks pemilihan cek kebenaran informasi mari wujudkan pemilihan aman damai februari lupa pemungutan suara hak suaramu
Humasressekadau,gerakan pemuda milenial anti hoaks memainkan peran menjaga integritas pemilihan pemilihan momen krusial demokrasi warga negara memiliki hak memilih pemimpin
kaliiniakubenar,heran pemilihan berita hoaks bikin kalah sehat pakbowopertama dunia
polseksako_plg,hindari berita hoaks ujaran kebencian mari sukseskan pemilihan damai menyejukkan tip aman bersosial medium cek sumber berita perbanyak membaca terprovokasi saring informasi
polseksako_plg,saudara presisi ayo menciptakan pemilihan damai berhenti hitam kampanye berhenti hoaks menciptakan suasana kondusif damai lawan politik uang permasalahan butuh bantuan polisi silahkan hubungi nomor bantuan polisi whatsapp
Raja_Asahan,giat bhayangkara pembina keamanan ketertiban masyarakat kepolisian sektor pulau raja kepolisian resor asahan brigadir polisi kepala ridwan siregar melaksanakan penyuluhan desa kunjungan rumah rumah kunjungan rumah rumah melaksanakan upaya menenangkan situasi berita hoaks pemilihan selasa januari dusun desa tunggul kecamatan pulau rakyat
HumasBaja,himbauan kepolisian negara republik indonesia kampanye hoaks pemilihan ujaran kebencian
polrestabesmdn_,waspada hoaks jelang pemilihan saring membagikan menerima mengirimkan informasi pastikan pengecekan informasi hoaks yuk pastikan saring membagikan
Fajarputraa2,kepolisian daerah banten jaga pemilihan damai lawan hoaks
qoryamalia998,yuk tolak hoaks jelang pemilihan menciptakan suasana pemilihan damai aman
qoryamalia998,seruhkan pemilihan sejuk aman hoaks
qoryamalia998,yuk menciptakan pemilihan damai aman isu suku agama ra antargolongan hoaks
reketek90,cek instagram melki nomor tercantum hoaks hati bro menyebar hoaks aneh mahasiswa demo turunkan jokowi pemilihan tinggal menghitung suharto pemilihan langsung lengserkan sadar hoaks mending hapus
res_belu,terpecah belah berbeda pilihan mati sukseskan pemilihan jaga talus persaudaraan menghujat menyebar ujaran kebencian berita hoaks aman damai
BPolsek20325,bhayangkara pembina keamanan ketertiban masyarakat edukasi warga masyarakat menjelang pemilihan percaya berita hoaks memecah belah persatuan kesatuan
PirmanCooll,ajakan sukseskan pemilihan serentak pemungutan suara februari jaga kerukunan persaudaraan wujudkan pemilihan damai aman mewasdapai berita hoaks jelang pemilihan menjaga netralitas aparatur sipil negara menjelang pemilihan
polres_badung__,pemilihan ayo wujudkan pemilihan damai hoaks
TSalaksa,medium sosial bijak bermartabat informasi bermanfaat mencegah penyebaran hoaks pemilihan damai
sumsel_polda,hindari berita hoaks ujaran kebencian mari sukseskan pemilihan damai menyejukkan hindari berita mengandung ujaran kebencian hoaks tip aman bersosial medium cek sumber berita perbanyak membaca terprovokasi saring informasi
polres_bungo,mari menciptakan pemilihan aman damai sejuk kondusif mengajak masyarakat kabupaten bungo menjaga stabilitas keamanan menghindari mencegah penyebaran hoaks terkait isu suku agama ra antargolongan politik sehat adu domba
jordi_danny,berhenti hoaks pemilihan
RSoewarianto,syarat calon presiden diturunkan baca berita hoaks inisiasi megawati kali diadakan pemilihan langsung kekosongan undang undang syarat calon presiden pilihan dewan perwakilan rakyat kepilih syarat sekolah menengah bodoh idiot
hendra52898513,jaga pesta pemilihan mari jaga hoaks rujukan masyarakat
santosoimamd165,hati hoaks jaga pemilihan berjalan damai
JadineGood,pemilihan aja bentar turun
taoAleah,jaga persatuan kesatuan bangsa berhenti hoaks jelang pemilihan
kqjlc,bilang kelompok penyelenggara pemungutan suara perusahaan anjing kelompok penyelenggara pemungutan suara petugas pemilihan pemungutan suara pengirim gaji juta sehari orang periode kerjanya sebulan hoaks 
adityanstr,narasi hoaks jelang pemilihan prosedur tetapnya republik indonesia republik indonesia kunjungan daerah kendaraan tempur lapis baja kendaraan tempur lapis baja berjaga jaga
SujarMUFC,seandainya prabowo langsung dilantik keuntunganya kehilangan hemat anggaran pemilihan sebar kebencian hoaks permusuhan intinya pemilihan mudaratnya calon presiden haus kekuasaan
PolresBanjar,pemilihan serentak februari mari menciptakan situasi keamanan ketertiban masyarakat pemungutan suara tertib aman kondusif menyebarkan berita hoaks kegaduhan ujaran kebencian pilihan menentukan indonesia kedepan
ijuyyeon,hati pemilihan hoaks kuatkan keyakinan mudah terperdaya
resmimika32,kepolisian negara republik indonesia hadir himbauan waspada berita hoaks menjelang pemilihan menjaga keamanan ketertiban masyarakat masyarakat menemukan mengalami gangguan kejahatan tindak pidana menghubungi pusat panggilan
HumasMimika,kepolisian negara republik indonesia hadir himbauan waspada berita hoaks menjelang pemilihan menjaga keamanan ketertiban masyarakat masyarakat menemukan mengalami gangguan kejahatan tindak pidana menghubungi pusat panggilan
PolsekSukawati,ayo sukseskan pemilihan perangi hoaks suku agama ra antargolongan pemilihan kepolisian negara republik indonesia
WingDirgantara2,selesai pemilihan masuk penjara menyebarkan berita hoaks ujaran kebencian pasalnya buatan rezim berkuasa
perand_r,pemilihan kabar hoaks mudah berkeliaran salah satunya
PolisiSukoharjo,mari menciptakan pemilihan damai ayo memilih menjatuhkan berhenti hoaks provokasi persaudaraan abadi
ImaginarySteady,menyebarkan hoaks tujuan provokasi mengacaukan kedamaian pemilihan didisiplinkan hati hati menyebarkan hoaks
siswantos208,perasaan koar pasangan pasangan tenang kalah koar sebar hoaks berhentikan jokowi kalah pemilihan
rinevies_,pendukung berita hoaks zaman sedih banget pemilihan zaman bedanya pintar pilih informasi hoaks ditelan mentah berlaku pasangan calon halaman utama
PolresSukamara,pemilihan mari dukung pemilihan aman damai nyaman sejuk hoaks kabupaten sukamara
novrita_cl81167,pemilihan dipenjara menebar hoaks
biintaangjaatuh,pemilihan sebentar hoaks bertebaran dimana netizen harap hati hati
GATRA_com,pakar pencegahan hoaks kunci pemilihan damai medium sosial
BocoroRoman,pantun seblak bandung bumbu cabai makan sawah disisi petak berkumpul ajak pendukung pemilihan damai fitnah hindari hoaks bersatu jaga
lowkeybehaviour,begal isu doang pemilihan hoaks situasinya enak
siolonob,pemilihan panas sepakat twiter orang pintar kritisi facebook sebar hoaks
TiffanyBak78254,cerdas mudah terprovokasi hoaks ujaran kebencian ayo bersatu teguh pemilihan damai berintegritas
KaltimBawaslu,halo sahabat badan pengawas pemilihan kalimantan timur pemilihan tinggal hitungan badan pengawas pemilihan kalimantan timur ajak mahasiswa sadar informasi seputar pemilihan manfaatkan era digital informasi hoaks menentukan pilihan wujudkan demokrasi kondusif
DigitalVery,strategi doang asli lempernya kelompok penyelenggara pemungutan suara pengirim jelang pemilihan mudah termakan berita hoaks rekan
tatagibrig,pemilihan damai hoaks mengedukasi warga pesanggarahan pemilihan terima kasih pesanggrahan bersatu kesempatan memandu acara
jinggas0re,sumpah pa pemilihan orang gampang termakan berita hoaks anjing cari babi
20detik,kementerian komunikasi informasi acara indonesia ayo perangi hoaks pemilihan
SATLANTASROHIL1,satuan lintas kepolisian resor rokan hilir sosialisasikan upaya menenangkan situasi pemilihan damai membagikan brosur leaflet hindari hoaks ujaran kebencian
RidwanF4jet,mewasdapai berita hoaks jelang pemilihan
Namibia_baru,lupa sangking gugup ketemu presiden hebat jokowi buktinya salaman hoaks subur musim pemilihan
SATLANTASROHIL1,satuan lintas kepolisian resor rokan hilir sosialisasikan upaya menenangkan situasi pemilihan damai bank bank republik indonesia kantor cabang pembantu ujung tanjung membagikan brosur leaflet hindari hoaks ujaran kebencian
AndiMoles,contoh kaum intelek dikit menyebar hoaks video digoreng seakan kejadiannya maklum isu pemilihan membalas lucu banget
SATLANTASROHIL1,satuan lintas kepolisian resor rokan hilir sosialisasikan upaya menenangkan situasi pemilihan damai rumah sakit athaya medika membagikan brosur leaflet hindari hoaks ujaran kebencian
DianemaJakur,coba buktikan keluarin data valid menyerang sebar hoaks makan kankalian pecundang bukti mata kemampuan menciptakan suasana pemilihan nyaman otak penuh kebencian akut
HBisalah4594,mari menciptakan pemilihan aman damai hoaks politik identitas
iamevasetiyawan,mendekati pemilihan februari lucu tingkah propagandis pendukung membagikan konten hoaks konten masalalu unggah
AntarticaSnowWW,zaman soeharto pemilihan pemilihan makan korban alasan kelelahan bilang hoaks rakyat menilai bicara meninggal berjemaah orang wajar kah kelelahan berjemaah
jubelekete,sibuk sebar fitnah hoaks prabowo gibran sibuk mencari simpati suara pemilihan
